sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7A_4_01_1,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,4039,27.893430936,5.95944790279,2.57517868223,379,0.5172610875530368,-5.65514562169148,-5.00335239334974,-8.72855782763881,-7.2073708359351,-10.4439248755349,-8.52120448150508,-12.4441905006628,-9.45774244861256,-12.186342719524,-10.4309636846047,-12.6562091546688,-11.039471045794,-12.9717870041758,-11.7068321942805,-13.9385758644626,-12.1359758051683,-13.4224798551055,-12.7437969869622,-14.2184358174715,-13.1172699399919,-14.5309397529709,-13.3364383754937,-14.8554846249169,-13.8943299957672,-14.5103485512121,-14.1826599179075,-15.77648374119,-14.3773329110567,-15.6823745233764,0.381976754485741,-2.10060974390587,-0.329470168215325,-0.567398353546606,0.80991291038629,0.72743806764283,0.155848600298234,-0.16735932325063,0.0718252799030644,-0.263728890562136,0.111349522383925,-0.281225638843943,-0.216605245453843,0.202583749307368,-0.219801424174352
O7A_4_01_10,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,2848,19.668356352,5.00425110154,2.32315418236,176,0.9143638547538644,-5.32045094311732,-6.82166940210891,-6.91782464580866,-8.24581877421639,-10.5042117304795,-10.7074571453286,-10.3973876870907,-12.4798043984971,-12.6469907496374,-12.8613645863937,-13.0777120533483,-13.3706226382045,-12.6562351495542,-13.5749506234275,-13.7685808909098,-13.3776125027422,-13.2121351701418,-14.6997829016967,-13.4974922507033,-13.7542872466156,-16.4055802236613,-14.8020768676223,-14.2764238329184,-15.3274159064181,-14.3377292779078,-15.2676047564075,-14.3963341355727,-15.6718830711534,-14.945010108131,-2.47312820832657,4.10528518365389,-1.83198123989904,-0.770469541499094,-0.624105891932741,1.15104542796249,-1.26940599620444,0.278561202718317,0.359012668251821,0.309894775178972,-0.271674746204273,0.417074366658286,0.579641459881407,-0.410657479502973,0.284036629246895
O7A_4_01_11,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_1,6.906024E-03,1638,11.312067312,3.79512469286,1.9241472877,207,0.5320789632121112,-7.14131136828415,-5.15152756515948,-9.62699296712967,-7.28887054954211,-10.6450921341059,-8.57977499413092,-11.6671410813256,-9.98384945387749,-11.9164376481722,-11.1091490653581,-12.3573861917682,-11.6742709621511,-12.3568748105382,-12.6870772396088,-13.1590159345357,-12.9605434582427,-13.3188260111047,-14.8425477394235,-13.7173208272197,-13.4231281815911,-12.7129027445269,-14.871003826541,-15.6260524452245,-13.617334365257,-15.4960412617988,-14.6124722322054,-13.9263850912273,-15.5428797978268,-14.7033591982986,-0.316008791336609,-1.59535065877823,0.0877429269101062,0.42816821455193,-0.305405252030515,0.577062009643881,0.274891593060968,-0.0802972307313093,-0.0684233968399541,-0.035132931061605,-0.197708747313867,-0.165823172503633,-0.0246071233217586,-0.119354368470835,-0.163235233285721
O7A_4_01_12,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_1,6.906024E-03,1696,11.712616704,3.86173105742,1.94924769416,181,0.5586125423473101,-6.47464305617416,-5.14933159768396,-7.4781974011611,-6.79219402065727,-10.6019892416647,-8.93450038154501,-10.891268011918,-10.652805574497,-11.9800509330663,-12.3881431146959,-11.5365250004574,-12.5687635026098,-13.4612892939526,-13.0797535191893,-14.0113456372613,-14.3864297228495,-14.2005076171502,-13.7581577943165,-14.3138286126309,-14.957216432917,-15.5604301030574,-15.5622733907399,-15.5961058931464,-14.8246654853547,-15.4748697417219,-14.5172751653069,-14.7414785821861,-14.9361093105986,-14.5374988630289,-0.522081971780829,-0.217464063957812,1.07159259267907,-0.479091623542403,-0.691194628893658,0.410349731636704,-0.66218200646433,-0.105597516584834,0.0468336690724,-0.487692589370934,0.850610426872571,-0.21169343076137,0.0575479595143379,-0.328199690727638,0.417739993920514
O7A_4_01_13,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,3197,22.078558728,5.30200849332,2.40653898127,316,0.5202830282897144,-7.1798225754754,-5.00389188910635,-10.0680081819978,-7.1953778512706,-8.31083080481971,-8.34561200842639,-11.5315702804021,-9.52788037368635,-12.7501836142672,-10.3372168439521,-13.4951960304693,-11.051039936672,-13.7610464895576,-11.7651320944674,-14.7497984554742,-12.3303175766784,-15.1587121587318,-12.7488776224197,-14.57992236785,-13.429263315319,-15.1287176610706,-13.6516979157198,-14.5888596549607,-14.1459200547138,-16.3531709428746,-14.4507002133745,-16.3108378486505,-14.7285759065726,-17.1913484601159,0.051849968458629,-2.30916606957183,-0.434472711814311,-0.486968906089742,0.502481916208183,-0.9579142195326,0.197433068533877,-0.240714480316195,-0.361441550084715,-0.0170749638288651,-1.03818162312286,-0.178060006394045,-1.01937454348711,-0.0272518941858882,-0.00578463739210631
O7A_4_01_14,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,5669,39.150250056000004,7.06028657758,2.81972674379,388,0.5261559114440642,-5.5682774321265,-5.18040649372614,-8.62561246819307,-7.11021744850328,-9.4911812808458,-8.28012603669175,-9.22504256838606,-8.12147121933289,-11.9574411725941,-10.0325676822436,-10.9920445610624,-11.8211890564587,-12.1820953794382,-11.9545394140117,-12.1102969883068,-12.9409011896998,-13.6961628235164,-15.0547524022955,-13.6967379385448,-15.2730407136078,-13.7982681900275,-15.434742271722,-14.8475297210428,-15.0578401624592,-14.1418846826335,-15.1518992379197,-14.4121784058477,-16.0179231370609,-15.9947700656583,2.13283531368742,-1.26354978797216,0.00800888779941339,-0.270289687672832,-0.294067628499276,0.133246652676111,1.06325041500811,-0.382263176732946,0.307103371899126,0.626175646760709,0.399747807716659,0.640180181422987,-0.590402151333322,-0.464414405627429,0.788250343966993
O7A_4_01_15,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,6799,46.954057176,7.73199601541,2.95084089407,311,0.7094964506587461,-4.3350254568479,-5.4026188984057,-6.45045595967515,-7.48912477418798,-8.72485231005695,-10.5546501043213,-8.69566779969926,-10.1766932375565,-10.4032988432774,-11.8635092546182,-10.8363344875238,-10.9615333282129,-11.5330564782022,-12.067177872989,-12.5840621722726,-11.7569770202488,-12.1879924226902,-12.3475011562449,-13.9700261695293,-13.3022727653652,-12.7829106368695,-13.1490529836536,-13.0694057496384,-13.9550132855569,-14.0209941187882,-13.6051698272631,-12.8970706867112,-14.2622179925588,-14.6212465945036,2.01117953425711,2.33212936743784,-0.0925174605955198,0.177922765025054,0.639837627651022,0.225010200491816,-0.904648689936343,0.0952481778594159,0.694089149420699,0.638344325466067,0.619210234934365,-0.145848453617069,-0.138940055728407,-0.824141779604119,-0.273846091041212
O7A_4_01_16,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_6,6.906024E-03,953303,6583.533397272,91.5555299558,6.51657512235,4208,0.608775254106805,-4.98787175239029,-5.25311872827505,-6.89168999012847,-7.46456676313863,-9.89803290024543,-7.69167352813786,-9.95981680586264,-8.71417183670399,-10.7529640294781,-10.1995325410525,-11.104561875048,-12.7956633814181,-10.5633366630492,-11.7508758282337,-12.077536571219,-13.4875214634029,-11.2524352392095,-11.6770294819479,-12.0196447322382,-13.6006038804698,-12.9688128068518,-12.769138166401,-13.4675569883924,-13.4467188072272,-12.8919263365224,-13.4788104073159,-13.4680047204966,-13.3628714922548,-14.4826498756825,2.56438524422092,-0.0543134828852256,-0.0412334321351643,-0.358293350751054,-0.59687487717698,1.25433282736731,1.0953199370869,0.422389635794611,0.0616768456722074,-0.349835117253388,0.272699788111577,1.20769637893824,0.164140935877262,0.305968919674821,0.29537894973065
O7A_4_01_17,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,92953,641.935648872,28.5891212408,4.83739437064,1241,0.6047704471377885,-7.68720057795526,-5.29690909625859,-8.00066568151723,-7.74813893491095,-9.66243526353387,-10.0732861344541,-10.5085716774265,-11.1475766719187,-11.0299003908269,-11.2995708144919,-10.8705853873897,-12.3109483005911,-11.5116743782395,-13.2437132609355,-12.0533935410483,-13.480697388331,-12.9354513424649,-13.6332580147421,-13.533612833593,-13.7678069805817,-14.3591183607733,-15.4525739101331,-15.0206206521451,-15.970203988422,-14.8286730331871,-15.2822412448245,-14.9558509658239,-15.4172766485535,-15.5401854061987,-0.056766315739029,0.911337367213171,0.464617972172374,1.47695928335687,-0.446886278346814,0.0668904081390121,-0.0944770694195202,0.173645103012232,0.789591807550953,-0.194671953333203,-0.052737399025122,-0.378384215009302,0.328385395950861,0.196815878467148,0.268429238409816
O7A_4_01_18,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,79524,549.1946525760001,26.4434557011,4.72483881928,1256,0.5711227282627682,-6.94022358443335,-4.68335539977236,-7.53128452861122,-7.41828672372521,-9.50516213535188,-9.80267759817298,-10.1123783955328,-9.33872261638618,-9.62349377871815,-11.6867724610515,-10.8107903862278,-10.244925493014,-10.4581172568536,-10.9817427729013,-12.427352014082,-11.4760471497516,-11.859571309494,-12.3226312227419,-12.2093838866122,-13.4333471938163,-13.1289989639939,-15.1544973317892,-14.0606017807996,-13.1672537795434,-13.0023194825888,-13.2988731257598,-13.6830463035015,-14.749895902053,-14.7963724833407,2.46277080908365,-0.223673058509095,0.2676833103866,1.83247186911265,0.589259126391241,0.167014901321346,-0.578761233509005,0.764398089647061,0.458550306553109,-0.221706285943251,0.777240150592582,-0.114329171331093,-0.262131757832584,-0.555857934790415,-1.02557927442228
O7A_4_01_19,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,100018,690.726708432,29.6557002915,4.89023753497,1394,0.6124382354292082,-6.07645029565729,-5.49512730921463,-7.87387775942949,-7.75434998903188,-7.78127189530188,-9.42386681688071,-8.57302196896207,-10.0071901945793,-8.63374096809704,-9.60722160021751,-9.56585740562999,-10.2132491614108,-10.8162218557492,-11.7554532097428,-11.9934805581462,-13.7850896949787,-12.6348829420518,-12.4907013056523,-13.0540009389952,-12.3490051104444,-12.7269527299599,-12.9361896030901,-13.2539019152373,-14.3065355551211,-14.5720142077508,-14.4291037199961,-14.37992321079,-14.6968828170344,-14.0999156664908,3.64123104894892,1.1209332224766,-0.528276367169975,1.78469099740725,0.0540371073172738,-0.501010898372648,0.167158384546233,-0.754685063363922,0.213863841740283,0.494712708860301,-0.159566884875114,-0.644164396377598,0.203398028195973,0.295071858691556,-0.108989967207622
O7A_4_01_2,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,56729,391.771835496,22.3342650084,4.4811868731,1195,0.542187656575502,-6.5555187018806,-5.16497500361575,-7.08663582205674,-6.84351978619482,-8.1415121790636,-7.98391986383146,-10.5542600521131,-9.05219732991497,-10.8172884098526,-9.86264918021626,-9.74062872976625,-11.4351588927635,-11.1900407337597,-12.5701074124799,-13.9445798115795,-12.2382872567533,-12.9449741166714,-12.7108629860241,-11.6755305988806,-13.7869299511936,-13.147719083784,-13.9060250917609,-13.5045773297904,-12.5030016499084,-14.4884987577884,-14.939352438542,-14.4397615321273,-15.3943253956147,-14.7386870259416,2.91792870190985,-0.578924321822556,0.307890181655778,0.172752591180262,-0.972042176266794,0.0962869410073466,0.824420057199028,0.009611297989031,0.613569623114666,-0.669690514319591,-0.0521765746386856,-0.739728718062795,-0.343407653208678,0.336769832963531,0.534983139203911
O7A_4_01_20,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,2333,16.111753992,4.52925184966,2.17927276287,208,0.5447830980011272,-6.22098809326411,-5.08035782667617,-7.66459737506751,-7.21146772658879,-11.8774274665225,-9.28341874599558,-10.8999601383989,-9.67637536842157,-13.1050590477061,-10.920569424486,-13.3723098290197,-11.5345946068278,-13.2373359831378,-12.2971461419405,-13.6218625419579,-12.6255191849855,-13.7598147405388,-13.2299138076021,-14.8510148263066,-13.5013209094566,-14.9792550336249,-13.888252455925,-15.0717575127166,-14.2065307960735,-14.6744376786549,-14.4382724681247,-15.1107752449382,-14.8332612036967,-15.2877893860623,-0.549438417680405,-1.51586606070202,-0.223716667097298,-0.766441294019798,0.603769519488703,0.40498733734339,-0.193260088996662,-0.0171723768783886,0.816009745582657,-0.0555862987587905,0.675699129429822,0.560249816711321,0.669122022166682,-0.728979349103189,0.0913343424933773
O7A_4_01_3,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,3847,26.567474328,5.81607762312,2.54004652403,290,0.5320171132925112,-6.54045888829093,-5.16929744103528,-9.90401634513939,-7.0320581342947,-11.2424434483473,-8.55877811706082,-11.7035015207883,-9.67689631963472,-12.837018220104,-10.5440754774371,-13.3853895239258,-11.1666282332742,-15.3857135297008,-11.8590612721425,-15.4028782525746,-12.2449524271904,-15.5502203133386,-12.6960601896664,-15.9820863002545,-13.2078814608869,-15.7478893420825,-13.8023333596382,-14.6823844557405,-13.9334290862229,-16.1095318053978,-14.1350712210465,-15.8632256575622,-14.4718492378659,-17.1709718755959,-0.980847535674864,-2.68684931527161,-0.67434614624383,-1.00066394256643,0.491719612444205,-0.263559952225863,-0.349677094964006,-0.718121837698758,-0.482036108969392,0.549293246113023,0.494732156080127,-0.103497414773772,-0.0464243110111249,0.0275353737020491,0.219549007614054
O7A_4_01_4,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,4558,31.477657392,6.33076600161,2.66238007151,307,0.5496448967370045,-4.9410277125976,-5.18263463157168,-7.83881138467441,-6.98302422424288,-10.3700820060644,-8.80326306172729,-10.6884240058144,-9.9876278455121,-12.1728155014023,-11.3375622394786,-12.0996720161729,-12.1765066060475,-12.8087409817384,-12.9160052415114,-12.9631761110714,-13.4116393242815,-13.6096597950302,-14.5452548806549,-14.2054593905042,-14.4331605489258,-14.7325087908332,-14.7566350360892,-16.3639337261019,-14.9529515490776,-15.692599390513,-15.7356868322105,-14.8630303862093,-18.0183700351381,-15.6802702459929,0.236855987684311,-0.470405913590567,0.652551749672311,-0.916257168247627,-0.00206295354158036,0.802725095825513,0.0375826731047178,-0.394431348427712,0.270720202413608,0.00981510874597619,0.301555167767956,0.0914546118594024,0.0588387691234837,-0.373157946937015,0.256952252111124
O7A_4_01_5,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,84912,586.4043098880001,27.3245888634,4.77212788358,1358,0.5534452937451938,-6.87676583245123,-5.09664680148953,-9.54498623225718,-7.17949255440117,-9.23144494889219,-9.17538348038134,-10.2513033101057,-10.0992508513278,-10.9935318793273,-10.884978534348,-11.3237821188431,-11.9740237060653,-11.7186186375394,-13.3417668714994,-12.0620032264918,-12.7429418392586,-12.600350003765,-14.963594661922,-13.9581270069273,-15.5388334276423,-14.4542692402767,-14.9545201504899,-15.2734831245212,-16.2248758394633,-17.4851903703333,-16.0172111758781,-15.6081504433292,-16.6727814205939,-18.7827759231192,0.608873830159897,-0.384917054165631,0.774450035930175,0.886457145274041,-0.636626131951424,0.0665589119287781,0.398677206258722,-0.253343587454748,0.324564396470552,0.559781399581137,-0.508458759614317,-0.295006726302698,-0.203601298808785,-0.00643735996629902,-0.0138989626401714
O7A_4_01_6,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,2078,14.350717872,4.27456447957,2.09577743633,172,0.6938696745219199,-6.10848642060489,-5.11732697616355,-7.41389688070432,-7.45053912494678,-8.1456397670777,-8.71495916664837,-10.9309234386964,-11.4120253301157,-12.1828802654538,-10.9183485806468,-10.433911204756,-10.9878229089739,-10.6275070382227,-12.0380232395454,-12.8117777306688,-13.6334005516488,-11.7452435684754,-12.0442201785027,-12.1786074045256,-12.4474098480066,-12.6420196978029,-12.4880999821277,-14.1029063844401,-14.4011332457093,-13.4108212062388,-12.7995007600006,-12.9417560365087,-13.3915629826415,-13.5305113473322,1.58398763950295,0.809788240160984,-0.260125235773171,0.497180080926397,0.133822300299266,0.690784387193768,-0.605811134099827,1.01604069960806,0.117467857852697,-0.645440657126736,-1.21183188441124,-1.09958571086683,0.028413321012236,-0.144750263357164,0.885293488886956
O7A_4_01_7,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,1984,13.701551616,4.17676397965,2.06238562207,195,0.580776792546272,-4.96033949277581,-5.35489677056483,-7.27444826688126,-8.34765769070428,-8.02706136087324,-8.2682121104644,-8.74562176090826,-9.20605578154345,-10.7020257673381,-9.72076041044834,-12.9940384223631,-10.3301594423059,-13.1502308879407,-11.5318998751784,-12.7841412609443,-13.3882128653211,-12.7464458753155,-14.4952942758982,-13.3112639933655,-13.3625778867865,-13.9625542380661,-14.04727058101,-14.1680727663538,-13.8588408771511,-13.3406567648019,-12.6946042440515,-14.0713313486254,-14.5551293748301,-14.12740352624,2.33284506192789,-0.00899041731614439,-1.0575586313636,-0.781794629928755,1.23199391029575,-1.23878947775404,0.891090469341954,-0.755193524891413,-0.653100239022365,0.027279919014056,-0.232518089014141,0.435499156773406,0.323794480332379,-0.448540297013701,-0.308843200568704
O7A_4_01_8,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,6.906024E-03,6612,45.662630688,7.62492407232,2.93072297153,463,0.5215519048381424,-7.54515292657702,-5.18075007573838,-8.44037248242287,-7.17842462656607,-9.87217276570648,-8.89927759987122,-11.0195296272312,-9.79740043173842,-12.6175568368044,-10.3629967725427,-13.5392373326965,-11.1362802658756,-13.7082579205695,-11.8419607002931,-13.8654979257266,-12.6208004644582,-14.3167031647245,-13.1092126905807,-14.9079658063039,-13.4078478272556,-14.7232323093993,-13.9954231059819,-15.427807096494,-13.8782601630463,-15.153203330601,-14.4649793749049,-15.6101047725696,-14.2935151639936,-15.1881247462112,-0.170780687448622,-1.89335453289519,-0.578266663157329,-0.40502269514974,0.412671053652424,-0.826228608278084,-0.201833718089148,-0.33864780180087,0.358797171821464,-0.380455806080645,-0.170953759641754,0.221589776612758,0.00372020737676074,-0.247013310047221,0.00827439390507217
O7A_4_01_9,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,6.906024E-03,37707,260.40544696800004,18.2087482476,4.18655984317,673,0.7931638961168967,-5.5164819255255,-6.88808966495363,-6.76168600753175,-8.91627592694749,-8.26072408201531,-10.285527433203,-10.2985365467506,-10.4137600104275,-10.3489587759802,-11.7352130108923,-11.8669812688946,-11.4993399033055,-12.4216894703708,-13.2150189296176,-12.9560268609295,-14.4424073742133,-14.7157277431447,-14.1069822649238,-14.1512968766651,-14.3718504933336,-16.6220946479473,-15.5827444801794,-15.1291870228494,-15.416828572641,-16.8661975483754,-15.719010814805,-16.6607143766111,-15.7633979717118,-15.7484294465305,0.090285505090652,3.55898339963396,-2.31579846274949,0.0305098068862004,-0.210068107070601,-0.0239883411282553,0.40344124346394,-0.536308262122147,0.182470068568693,-0.00910460785667998,0.225097552963902,-0.500178625252234,-0.241043061528843,-0.168456990516677,-0.723247014262219
O7A_4_02_1,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_5,4.216563E-03,348580,1469.8095305400002,43.2599077381,5.43495868331,3494,0.542585494169838,-4.26464071126837,-5.28647070477773,-5.14315008506142,-6.45854163000508,-7.55324632361426,-7.5641085051901,-9.18559570459268,-8.76438495810437,-8.69249679216579,-8.4045307325021,-8.86271255340157,-10.8903600249093,-10.7856765887335,-11.03548329621,-10.3500402533898,-12.0294206422829,-10.9292614908449,-10.6739754689861,-10.9457240182288,-12.6044060937833,-11.801827889881,-11.6172712965799,-12.6866747621099,-12.7874670974998,-12.6686895578466,-12.006839377231,-12.5185682420202,-14.5299546097372,-13.7269990642384,5.83463987050959,0.0565941432047511,0.0380709216194212,-0.360600390409635,-0.457479438782126,0.246689907140647,0.410569444926607,-0.865186947866597,0.539528673249754,-0.754704189401448,0.380293309407668,-0.25918441500394,0.190059580860056,1.05431629954881,0.481478235123747
O7A_4_02_2,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_4,4.216563E-03,58292,245.791890396,17.6904481183,4.14489868842,1401,0.5256788606233282,-5.76777926920182,-5.34565375730345,-7.45751145497731,-7.26893098560001,-9.13128179624896,-8.46276495843868,-9.522670068571,-9.538831718869,-10.4285662208933,-10.107951934941,-10.4626680100129,-10.5765621544792,-10.5723926305956,-11.8554250249235,-12.0026615350631,-11.890258097396,-11.9878703443652,-14.3735673561837,-12.746722138587,-14.2661735961869,-13.6240532659151,-14.5241043742525,-12.9507551265069,-14.9803765001743,-14.4817200122671,-14.2743877792465,-14.3043783672002,-15.2679056001904,-14.475979109571,2.99701117445594,-0.313831059985688,-0.0990120143957658,0.818679837648889,-0.0840843772985238,0.49402062768003,0.422581558602111,-0.561582332042638,0.388867627132396,-0.353929805957853,-0.0765596791441094,-0.203973251143238,0.240999148898449,-0.431120255215796,0.0937218131089021
O7A_4_02_3,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,4.216563E-03,6008,25.333110504000004,5.67935895017,2.5057280967,433,0.521899559382056,-5.23096025081496,-4.75618473308741,-7.1673675041217,-7.48250687403685,-9.65755895754321,-8.13949939824586,-10.1179778738648,-9.76831829836156,-11.4138057818119,-10.4867193308531,-12.224360045966,-11.8227228826623,-12.5495775194066,-12.0501192605199,-13.1064427760091,-13.10586066295,-13.05602927769,-13.1840081815483,-14.0367936681045,-14.299426427741,-14.4067846723074,-14.6921236115283,-14.5128465661837,-15.6649048818024,-15.1107777005536,-15.7808779321246,-14.6450684933802,-16.0822756651202,-15.3556486936545,1.43715408513037,-0.789953605942184,0.653215034237139,-0.704164920151706,0.588415172328338,0.0830835460611533,0.455106044561115,-0.0961737969298583,-0.192570730402534,-0.465211805109611,0.134511785018104,0.462532835624378,0.462238384873809,-0.0522697428247767,0.214777371802789
O7A_4_02_4,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_3,4.216563E-03,31804,134.103569652,13.0669800632,3.7078538503,1111,0.5159815250036685,-6.60304964992948,-5.03969273104478,-9.54912526966745,-7.16298887017544,-10.0548014536024,-8.22752747130509,-10.5311576827951,-9.56421673932552,-11.9193241002389,-10.4700089366456,-13.0815274649105,-10.6974421860158,-12.6036446475029,-11.3537167089775,-13.1877264174536,-11.8939128368202,-13.7281277684708,-12.3960050552246,-13.8897397524398,-12.9847829373009,-14.2170670650623,-13.4439078517979,-14.7756672345429,-13.7360606504964,-14.8990889016676,-14.2822376455666,-14.6601373138348,-14.9485622920141,-15.4925030041445,0.828862507326093,-2.17744500959705,-0.416606574178539,0.0746748724079722,0.448264202515346,-0.0452347748198571,-0.0565905896605905,-0.362616693763344,-0.387126354676324,0.105947718940988,-0.449995518182309,0.356783179645651,-0.0524054788633365,-0.523931342084396,-0.199143007773091
O7A_4_02_5,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,4.216563E-03,5676,23.933211588000002,5.52020936436,2.46472298497,360,0.568268749843118,-3.44682754279499,-4.54099984838299,-6.5673720530849,-6.43781107814196,-8.23486858215708,-8.00976510827596,-8.59419394511247,-9.44279407634498,-9.7525420510276,-11.253021504564,-12.8997605619889,-11.7030024247705,-12.8484902467648,-11.5094698214286,-12.6163494645,-11.606615102214,-12.0512325464824,-12.0869576951447,-12.3198088014504,-12.7159293569637,-12.8710779772685,-13.556793856392,-13.6172029886729,-13.5687646929175,-14.3615375671498,-14.681499473788,-14.3257472558007,-14.2474921542608,-14.3657651444729,2.89800817309093,-0.0580212661675335,1.42881698016833,-1.79868532740507,0.496962566762079,-0.345959527870762,-0.650436711597299,-0.340611864999984,-0.71425041647918,0.0888197437141714,0.105632779051348,1.00089731349479,-0.0468996826066161,-0.275773413418668,-0.75609248275725
O7A_4_02_6,O7A_4,A,4,Co-genetic,Deb,TYPE II,O7A_4_Deb,O7A_4_TYPE II,Co-genetic_Deb,O7A_4_2,4.216563E-03,9422,39.72845658600001,7.11223185622,2.83030235628,775,0.5060971108567512,-7.14539972664655,-5.05155335546061,-7.93574273072357,-7.22927091004521,-9.34667961922692,-8.39627110821715,-11.6408749137331,-9.52089873676005,-10.4635759396156,-10.2938693932712,-10.7657125602331,-11.0167760615244,-11.5921885869469,-11.5327201708341,-13.69299286745,-12.2927622668469,-14.0211074783785,-12.5168479693337,-13.7524736499665,-13.136647149213,-14.1848259231764,-13.3847907236493,-15.0207776906145,-14.1711694493536,-14.6836616933648,-14.7591366146885,-15.1100650357837,-15.0161572886763,-15.1640125792322,1.92107845834465,-1.35024243127053,-0.0331333558319249,0.892744854506982,-0.0978539303269695,0.277327402855425,0.256613115390448,-0.0346927404353624,0.162378483825285,-0.881019769637803,0.228016538635821,-0.525178644133112,-0.214667392133336,0.542160179972361,-0.149354511175098
